order_id,customer_id,email,first_name,last_name,created_at,total_price,product_name,quantity,financial_status
ORD10854,CUST1158,zara.akhtar158@email.com,Zara,Akhtar,2025-07-11 13:03:46,8999,Mechanical Keyboard,1,paid
ORD10804,CUST1151,amna.mirza151@email.com,Amna,Mirza,2025-07-11 13:03:46,11998,Webcam HD 1080p,2,paid
ORD10803,CUST1151,amna.mirza151@email.com,Amna,Mirza,2025-07-11 13:03:46,2997,Phone Case Premium,3,paid
ORD10466,CUST1087,imran.chaudhry87@email.com,Imran,Chaudhry,2025-07-12 13:03:46,12999,Smart Watch Series X,1,paid
ORD11081,CUST1210,ahmed.ahmed210@email.com,Ahmed,Ahmed,2025-07-13 13:03:46,1998,Phone Case Premium,2,paid
ORD11012,CUST1191,tariq.mirza191@email.com,Tariq,Mirza,2025-07-13 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD11410,CUST1277,omar.chaudhry277@email.com,Omar,Chaudhry,2025-07-13 13:03:46,998,Screen Protector Pack,2,paid
ORD11034,CUST1198,imran.khan198@email.com,Imran,Khan,2025-07-13 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD10667,CUST1121,sana.chaudhry121@email.com,Sana,Chaudhry,2025-07-13 13:03:46,1998,Phone Case Premium,2,paid
ORD11206,CUST1240,bilal.ahmed240@email.com,Bilal,Ahmed,2025-07-13 13:03:46,5999,Webcam HD 1080p,1,paid
ORD10224,CUST1043,omar.chaudhry43@email.com,Omar,Chaudhry,2025-07-14 13:03:46,998,Screen Protector Pack,2,paid
ORD10135,CUST1023,tariq.sheikh23@email.com,Tariq,Sheikh,2025-07-14 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11499,CUST1294,sara.hassan294@email.com,Sara,Hassan,2025-07-14 13:03:46,14997,Wireless Earbuds Pro,3,paid
ORD10422,CUST1077,shahid.khan77@email.com,Shahid,Khan,2025-07-14 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD10771,CUST1143,usman.malik143@email.com,Usman,Malik,2025-07-14 13:03:46,12999,Smart Watch Series X,1,paid
ORD10424,CUST1078,zara.ali78@email.com,Zara,Ali,2025-07-15 13:03:46,2499,Laptop Stand Adjustable,1,paid
ORD10320,CUST1062,ali.ahmed62@email.com,Ali,Ahmed,2025-07-16 13:03:46,2499,Laptop Stand Adjustable,1,paid
ORD11137,CUST1225,bilal.khan225@email.com,Bilal,Khan,2025-07-16 13:03:46,999,Phone Case Premium,1,paid
ORD10130,CUST1021,usman.mirza21@email.com,Usman,Mirza,2025-07-17 13:03:46,2997,Phone Case Premium,3,paid
ORD11005,CUST1189,tariq.ali189@email.com,Tariq,Ali,2025-07-17 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD10136,CUST1023,tariq.sheikh23@email.com,Tariq,Sheikh,2025-07-17 13:03:46,14997,Wireless Earbuds Pro,3,paid
ORD11084,CUST1211,zara.ahmed211@email.com,Zara,Ahmed,2025-07-17 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11088,CUST1212,hina.mirza212@email.com,Hina,Mirza,2025-07-18 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10140,CUST1024,shahid.hassan24@email.com,Shahid,Hassan,2025-07-18 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD11013,CUST1192,ali.ahmed192@email.com,Ali,Ahmed,2025-07-18 13:03:46,2997,Phone Case Premium,3,paid
ORD11011,CUST1191,tariq.mirza191@email.com,Tariq,Mirza,2025-07-19 13:03:46,25998,Smart Watch Series X,2,paid
ORD11426,CUST1281,amna.mirza281@email.com,Amna,Mirza,2025-07-20 13:03:46,499,Screen Protector Pack,1,paid
ORD11500,CUST1294,sara.hassan294@email.com,Sara,Hassan,2025-07-21 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11493,CUST1292,ayesha.qureshi292@email.com,Ayesha,Qureshi,2025-07-21 13:03:46,11998,Webcam HD 1080p,2,paid
ORD11134,CUST1223,kamran.hassan223@email.com,Kamran,Hassan,2025-07-22 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11427,CUST1281,amna.mirza281@email.com,Amna,Mirza,2025-07-22 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD11010,CUST1190,hassan.mirza190@email.com,Hassan,Mirza,2025-07-23 13:03:46,25998,Smart Watch Series X,2,paid
ORD10171,CUST1030,hassan.hassan30@email.com,Hassan,Hassan,2025-07-24 13:03:46,12999,Smart Watch Series X,1,paid
ORD10002,CUST1000,ayesha.khan0@email.com,Ayesha,Khan,2025-07-25 13:03:46,25998,Smart Watch Series X,2,paid
ORD11143,CUST1226,bilal.ali226@email.com,Bilal,Ali,2025-07-26 13:03:46,14997,Wireless Earbuds Pro,3,paid
ORD11360,CUST1268,hina.sheikh268@email.com,Hina,Sheikh,2025-07-27 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD11058,CUST1205,sana.ali205@email.com,Sana,Ali,2025-07-27 13:03:46,499,Screen Protector Pack,1,paid
ORD11443,CUST1283,fatima.akhtar283@email.com,Fatima,Akhtar,2025-07-28 13:03:46,999,Phone Case Premium,1,paid
ORD11153,CUST1228,faisal.sheikh228@email.com,Faisal,Sheikh,2025-07-28 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD10726,CUST1134,shahid.malik134@email.com,Shahid,Malik,2025-07-28 13:03:46,499,Screen Protector Pack,1,paid
ORD10065,CUST1008,ali.ali8@email.com,Ali,Ali,2025-07-28 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11316,CUST1258,faisal.hassan258@email.com,Faisal,Hassan,2025-07-30 13:03:46,1998,Phone Case Premium,2,paid
ORD10807,CUST1152,kamran.akhtar152@email.com,Kamran,Akhtar,2025-07-31 13:03:46,999,Phone Case Premium,1,paid
ORD10546,CUST1098,usman.khan98@email.com,Usman,Khan,2025-08-01 13:03:46,999,Phone Case Premium,1,paid
ORD11341,CUST1266,nadia.akhtar266@email.com,Nadia,Akhtar,2025-08-01 13:03:46,26997,Mechanical Keyboard,3,paid
ORD10855,CUST1158,zara.akhtar158@email.com,Zara,Akhtar,2025-08-02 13:03:46,1497,Screen Protector Pack,3,paid
ORD10127,CUST1021,usman.mirza21@email.com,Usman,Mirza,2025-08-02 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD10425,CUST1079,imran.hassan79@email.com,Imran,Hassan,2025-08-03 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD10604,CUST1110,omar.chaudhry110@email.com,Omar,Chaudhry,2025-08-04 13:03:46,11998,Webcam HD 1080p,2,paid
ORD10983,CUST1183,amna.qureshi183@email.com,Amna,Qureshi,2025-08-04 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10085,CUST1011,ayesha.malik11@email.com,Ayesha,Malik,2025-08-04 13:03:46,1998,Phone Case Premium,2,paid
ORD11204,CUST1240,bilal.ahmed240@email.com,Bilal,Ahmed,2025-08-06 13:03:46,26997,Mechanical Keyboard,3,paid
ORD10383,CUST1070,nadia.akhtar70@email.com,Nadia,Akhtar,2025-08-08 13:03:46,26997,Mechanical Keyboard,3,paid
ORD11008,CUST1190,hassan.mirza190@email.com,Hassan,Mirza,2025-08-08 13:03:46,11998,Webcam HD 1080p,2,paid
ORD10610,CUST1111,sara.ahmed111@email.com,Sara,Ahmed,2025-08-09 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11051,CUST1203,imran.ahmed203@email.com,Imran,Ahmed,2025-08-09 13:03:46,25998,Smart Watch Series X,2,paid
ORD11144,CUST1226,bilal.ali226@email.com,Bilal,Ali,2025-08-09 13:03:46,8999,Mechanical Keyboard,1,paid
ORD11315,CUST1257,nadia.mirza257@email.com,Nadia,Mirza,2025-08-09 13:03:46,2499,Laptop Stand Adjustable,1,paid
ORD10107,CUST1015,faisal.malik15@email.com,Faisal,Malik,2025-08-10 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11498,CUST1293,ali.chaudhry293@email.com,Ali,Chaudhry,2025-08-11 13:03:46,2997,Phone Case Premium,3,paid
ORD10790,CUST1147,nadia.qureshi147@email.com,Nadia,Qureshi,2025-08-11 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10578,CUST1104,rabia.khan104@email.com,Rabia,Khan,2025-08-12 13:03:46,8999,Mechanical Keyboard,1,paid
ORD10986,CUST1184,sana.sheikh184@email.com,Sana,Sheikh,2025-08-12 13:03:46,8999,Mechanical Keyboard,1,paid
ORD10777,CUST1145,nadia.malik145@email.com,Nadia,Malik,2025-08-12 13:03:46,38997,Smart Watch Series X,3,paid
ORD10316,CUST1062,ali.ahmed62@email.com,Ali,Ahmed,2025-08-13 13:03:46,2997,Phone Case Premium,3,paid
ORD11061,CUST1206,ayesha.ali206@email.com,Ayesha,Ali,2025-08-13 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10157,CUST1028,bilal.hassan28@email.com,Bilal,Hassan,2025-08-14 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10531,CUST1095,omar.hassan95@email.com,Omar,Hassan,2025-08-14 13:03:46,1497,Screen Protector Pack,3,paid
ORD11201,CUST1239,zara.ahmed239@email.com,Zara,Ahmed,2025-08-14 13:03:46,998,Screen Protector Pack,2,paid
ORD11446,CUST1283,fatima.akhtar283@email.com,Fatima,Akhtar,2025-08-14 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10230,CUST1047,shahid.chaudhry47@email.com,Shahid,Chaudhry,2025-08-14 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11135,CUST1224,amna.mirza224@email.com,Amna,Mirza,2025-08-15 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10346,CUST1065,zara.sheikh65@email.com,Zara,Sheikh,2025-08-15 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11107,CUST1216,imran.ahmed216@email.com,Imran,Ahmed,2025-08-15 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD11309,CUST1256,zara.ahmed256@email.com,Zara,Ahmed,2025-08-16 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11141,CUST1226,bilal.ali226@email.com,Bilal,Ali,2025-08-17 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11036,CUST1198,imran.khan198@email.com,Imran,Khan,2025-08-17 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD11411,CUST1277,omar.chaudhry277@email.com,Omar,Chaudhry,2025-08-18 13:03:46,998,Screen Protector Pack,2,paid
ORD11525,CUST1299,faisal.hassan299@email.com,Faisal,Hassan,2025-08-18 13:03:46,38997,Smart Watch Series X,3,paid
ORD10409,CUST1075,zara.ahmed75@email.com,Zara,Ahmed,2025-08-18 13:03:46,499,Screen Protector Pack,1,paid
ORD11187,CUST1236,sana.qureshi236@email.com,Sana,Qureshi,2025-08-18 13:03:46,38997,Smart Watch Series X,3,paid
ORD10805,CUST1151,amna.mirza151@email.com,Amna,Mirza,2025-08-18 13:03:46,38997,Smart Watch Series X,3,paid
ORD10746,CUST1138,bilal.qureshi138@email.com,Bilal,Qureshi,2025-08-18 13:03:46,1998,Phone Case Premium,2,paid
ORD11314,CUST1257,nadia.mirza257@email.com,Nadia,Mirza,2025-08-18 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD10067,CUST1008,ali.ali8@email.com,Ali,Ali,2025-08-18 13:03:46,5999,Webcam HD 1080p,1,paid
ORD11470,CUST1289,imran.sheikh289@email.com,Imran,Sheikh,2025-08-19 13:03:46,25998,Smart Watch Series X,2,paid
ORD10174,CUST1030,hassan.hassan30@email.com,Hassan,Hassan,2025-08-19 13:03:46,5999,Webcam HD 1080p,1,paid
ORD11112,CUST1217,sana.akhtar217@email.com,Sana,Akhtar,2025-08-19 13:03:46,999,Phone Case Premium,1,paid
ORD10152,CUST1027,ahmed.mirza27@email.com,Ahmed,Mirza,2025-08-19 13:03:46,25998,Smart Watch Series X,2,paid
ORD10526,CUST1094,amna.mirza94@email.com,Amna,Mirza,2025-08-20 13:03:46,2499,Laptop Stand Adjustable,1,paid
ORD10985,CUST1184,sana.sheikh184@email.com,Sana,Sheikh,2025-08-21 13:03:46,1998,Phone Case Premium,2,paid
ORD11413,CUST1278,kamran.ahmed278@email.com,Kamran,Ahmed,2025-08-23 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD11033,CUST1198,imran.khan198@email.com,Imran,Khan,2025-08-23 13:03:46,11998,Webcam HD 1080p,2,paid
ORD10363,CUST1067,amna.mirza67@email.com,Amna,Mirza,2025-08-23 13:03:46,11998,Webcam HD 1080p,2,paid
ORD11217,CUST1242,imran.sheikh242@email.com,Imran,Sheikh,2025-08-24 13:03:46,998,Screen Protector Pack,2,paid
ORD10199,CUST1038,rabia.sheikh38@email.com,Rabia,Sheikh,2025-08-25 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10315,CUST1061,shahid.hassan61@email.com,Shahid,Hassan,2025-08-26 13:03:46,1497,Screen Protector Pack,3,paid
ORD11455,CUST1286,imran.ahmed286@email.com,Imran,Ahmed,2025-08-26 13:03:46,1497,Screen Protector Pack,3,paid
ORD10579,CUST1104,rabia.khan104@email.com,Rabia,Khan,2025-08-27 13:03:46,12999,Smart Watch Series X,1,paid
ORD10652,CUST1117,sana.mirza117@email.com,Sana,Mirza,2025-08-29 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD10205,CUST1040,shahid.sheikh40@email.com,Shahid,Sheikh,2025-08-29 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD10402,CUST1073,ahmed.chaudhry73@email.com,Ahmed,Chaudhry,2025-08-29 13:03:46,998,Screen Protector Pack,2,paid
ORD11154,CUST1228,faisal.sheikh228@email.com,Faisal,Sheikh,2025-08-29 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10401,CUST1073,ahmed.chaudhry73@email.com,Ahmed,Chaudhry,2025-08-29 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD10138,CUST1024,shahid.hassan24@email.com,Shahid,Hassan,2025-08-30 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10861,CUST1160,amna.hassan160@email.com,Amna,Hassan,2025-08-31 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10411,CUST1075,zara.ahmed75@email.com,Zara,Ahmed,2025-08-31 13:03:46,8999,Mechanical Keyboard,1,paid
ORD11031,CUST1196,tariq.sheikh196@email.com,Tariq,Sheikh,2025-08-31 13:03:46,8999,Mechanical Keyboard,1,paid
ORD10893,CUST1166,kamran.chaudhry166@email.com,Kamran,Chaudhry,2025-08-31 13:03:46,1497,Screen Protector Pack,3,paid
ORD10225,CUST1044,rabia.ahmed44@email.com,Rabia,Ahmed,2025-09-01 13:03:46,999,Phone Case Premium,1,paid
ORD11044,CUST1201,zara.hassan201@email.com,Zara,Hassan,2025-09-01 13:03:46,38997,Smart Watch Series X,3,paid
ORD10895,CUST1167,faisal.malik167@email.com,Faisal,Malik,2025-09-02 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10991,CUST1185,nadia.chaudhry185@email.com,Nadia,Chaudhry,2025-09-03 13:03:46,25998,Smart Watch Series X,2,paid
ORD10577,CUST1104,rabia.khan104@email.com,Rabia,Khan,2025-09-04 13:03:46,999,Phone Case Premium,1,paid
ORD11142,CUST1226,bilal.ali226@email.com,Bilal,Ali,2025-09-04 13:03:46,8999,Mechanical Keyboard,1,paid
ORD10794,CUST1149,tariq.chaudhry149@email.com,Tariq,Chaudhry,2025-09-04 13:03:46,499,Screen Protector Pack,1,paid
ORD10182,CUST1033,zara.ali33@email.com,Zara,Ali,2025-09-04 13:03:46,17997,Webcam HD 1080p,3,paid
ORD10086,CUST1012,faisal.sheikh12@email.com,Faisal,Sheikh,2025-09-04 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11078,CUST1208,hina.mirza208@email.com,Hina,Mirza,2025-09-05 13:03:46,499,Screen Protector Pack,1,paid
ORD11106,CUST1215,bilal.khan215@email.com,Bilal,Khan,2025-09-05 13:03:46,499,Screen Protector Pack,1,paid
ORD10198,CUST1037,tariq.mirza37@email.com,Tariq,Mirza,2025-09-05 13:03:46,11998,Webcam HD 1080p,2,paid
ORD10290,CUST1058,sana.akhtar58@email.com,Sana,Akhtar,2025-09-06 13:03:46,2997,Phone Case Premium,3,paid
ORD10778,CUST1145,nadia.malik145@email.com,Nadia,Malik,2025-09-06 13:03:46,12999,Smart Watch Series X,1,paid
ORD11140,CUST1225,bilal.khan225@email.com,Bilal,Khan,2025-09-07 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10889,CUST1165,zara.ahmed165@email.com,Zara,Ahmed,2025-09-07 13:03:46,11998,Webcam HD 1080p,2,paid
ORD11079,CUST1209,tariq.qureshi209@email.com,Tariq,Qureshi,2025-09-07 13:03:46,14997,Wireless Earbuds Pro,3,paid
ORD10285,CUST1056,ahmed.chaudhry56@email.com,Ahmed,Chaudhry,2025-09-08 13:03:46,1998,Phone Case Premium,2,paid
ORD10907,CUST1173,rabia.akhtar173@email.com,Rabia,Akhtar,2025-09-09 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10284,CUST1056,ahmed.chaudhry56@email.com,Ahmed,Chaudhry,2025-09-09 13:03:46,499,Screen Protector Pack,1,paid
ORD10989,CUST1185,nadia.chaudhry185@email.com,Nadia,Chaudhry,2025-09-09 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11086,CUST1211,zara.ahmed211@email.com,Zara,Ahmed,2025-09-09 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11118,CUST1220,shahid.akhtar220@email.com,Shahid,Akhtar,2025-09-10 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11502,CUST1295,faisal.akhtar295@email.com,Faisal,Akhtar,2025-09-10 13:03:46,999,Phone Case Premium,1,paid
ORD10481,CUST1089,rabia.ahmed89@email.com,Rabia,Ahmed,2025-09-10 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11408,CUST1276,kamran.sheikh276@email.com,Kamran,Sheikh,2025-09-11 13:03:46,26997,Mechanical Keyboard,3,paid
ORD10900,CUST1170,shahid.akhtar170@email.com,Shahid,Akhtar,2025-09-11 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD11323,CUST1261,hina.mirza261@email.com,Hina,Mirza,2025-09-11 13:03:46,26997,Mechanical Keyboard,3,paid
ORD11219,CUST1242,imran.sheikh242@email.com,Imran,Sheikh,2025-09-11 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD10434,CUST1081,tariq.sheikh81@email.com,Tariq,Sheikh,2025-09-12 13:03:46,26997,Mechanical Keyboard,3,paid
ORD11447,CUST1283,fatima.akhtar283@email.com,Fatima,Akhtar,2025-09-12 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10992,CUST1186,shahid.mirza186@email.com,Shahid,Mirza,2025-09-12 13:03:46,26997,Mechanical Keyboard,3,paid
ORD11006,CUST1189,tariq.ali189@email.com,Tariq,Ali,2025-09-13 13:03:46,12999,Smart Watch Series X,1,paid
ORD10982,CUST1183,amna.qureshi183@email.com,Amna,Qureshi,2025-09-13 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD10747,CUST1138,bilal.qureshi138@email.com,Bilal,Qureshi,2025-09-13 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10990,CUST1185,nadia.chaudhry185@email.com,Nadia,Chaudhry,2025-09-13 13:03:46,17998,Mechanical Keyboard,2,paid
ORD10318,CUST1062,ali.ahmed62@email.com,Ali,Ahmed,2025-09-14 13:03:46,25998,Smart Watch Series X,2,paid
ORD10227,CUST1045,hina.chaudhry45@email.com,Hina,Chaudhry,2025-09-14 13:03:46,998,Screen Protector Pack,2,paid
ORD11105,CUST1215,bilal.khan215@email.com,Bilal,Khan,2025-09-14 13:03:46,1497,Screen Protector Pack,3,paid
ORD11510,CUST1297,hassan.sheikh297@email.com,Hassan,Sheikh,2025-09-14 13:03:46,2997,Phone Case Premium,3,paid
ORD11404,CUST1275,amna.sheikh275@email.com,Amna,Sheikh,2025-09-17 13:03:46,2499,Laptop Stand Adjustable,1,paid
ORD10236,CUST1049,ayesha.malik49@email.com,Ayesha,Malik,2025-09-17 13:03:46,38997,Smart Watch Series X,3,paid
ORD11185,CUST1235,sana.akhtar235@email.com,Sana,Akhtar,2025-09-17 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD10185,CUST1033,zara.ali33@email.com,Zara,Ali,2025-09-17 13:03:46,17998,Mechanical Keyboard,2,paid
ORD11445,CUST1283,fatima.akhtar283@email.com,Fatima,Akhtar,2025-09-18 13:03:46,10497,USB-C Hub 7-in-1,3,paid
ORD10187,CUST1034,usman.khan34@email.com,Usman,Khan,2025-09-19 13:03:46,998,Screen Protector Pack,2,paid
ORD10541,CUST1097,hassan.sheikh97@email.com,Hassan,Sheikh,2025-09-20 13:03:46,1497,Screen Protector Pack,3,paid
ORD10043,CUST1004,ahmed.hassan4@email.com,Ahmed,Hassan,2025-09-20 13:03:46,6998,USB-C Hub 7-in-1,2,paid
ORD11365,CUST1270,omar.mirza270@email.com,Omar,Mirza,2025-09-20 13:03:46,11998,Webcam HD 1080p,2,paid
ORD11403,CUST1275,amna.sheikh275@email.com,Amna,Sheikh,2025-09-21 13:03:46,17998,Mechanical Keyboard,2,paid
ORD11113,CUST1218,nadia.ali218@email.com,Nadia,Ali,2025-09-22 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD11200,CUST1239,zara.ahmed239@email.com,Zara,Ahmed,2025-09-23 13:03:46,25998,Smart Watch Series X,2,paid
ORD11321,CUST1261,hina.mirza261@email.com,Hina,Mirza,2025-09-23 13:03:46,14997,Wireless Earbuds Pro,3,paid
ORD10426,CUST1079,imran.hassan79@email.com,Imran,Hassan,2025-09-24 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10573,CUST1103,shahid.sheikh103@email.com,Shahid,Sheikh,2025-09-24 13:03:46,1998,Phone Case Premium,2,paid
ORD11409,CUST1277,omar.chaudhry277@email.com,Omar,Chaudhry,2025-09-24 13:03:46,1998,Phone Case Premium,2,paid
ORD10421,CUST1077,shahid.khan77@email.com,Shahid,Khan,2025-09-25 13:03:46,4999,Wireless Earbuds Pro,1,paid
ORD10853,CUST1158,zara.akhtar158@email.com,Zara,Akhtar,2025-09-26 13:03:46,3499,USB-C Hub 7-in-1,1,paid
ORD10229,CUST1046,hassan.malik46@email.com,Hassan,Malik,2025-09-26 13:03:46,12999,Smart Watch Series X,1,paid
ORD10606,CUST1110,omar.chaudhry110@email.com,Omar,Chaudhry,2025-09-26 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD10186,CUST1033,zara.ali33@email.com,Zara,Ali,2025-09-27 13:03:46,9998,Wireless Earbuds Pro,2,paid
ORD10762,CUST1141,nadia.khan141@email.com,Nadia,Khan,2025-09-28 13:03:46,25998,Smart Watch Series X,2,paid
ORD10684,CUST1125,bilal.qureshi125@email.com,Bilal,Qureshi,2025-09-30 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11122,CUST1220,shahid.akhtar220@email.com,Shahid,Akhtar,2025-09-30 13:03:46,7497,Laptop Stand Adjustable,3,paid
ORD11526,CUST1299,faisal.hassan299@email.com,Faisal,Hassan,2025-10-01 13:03:46,17997,Webcam HD 1080p,3,paid
ORD11400,CUST1274,hina.mirza274@email.com,Hina,Mirza,2025-10-01 13:03:46,4998,Laptop Stand Adjustable,2,paid
ORD10899,CUST1170,shahid.akhtar170@email.com,Shahid,Akhtar,2025-10-02 13:03:46,12999,Smart Watch Series X,1,paid
